,text,Onlynouns,selectednouns
35,障福祉で放課後デイは他市と比較しても整っているだで私はこれまでも言ってい他市との比較なんか意味がないと思っていだってそれぞれ人口も違うし状況も違いから西東京のニーズ対してどうなかが大事だ私は思っていあきしている施設が多く来年度入る場所が見つからないと言っているが複数いらっしゃいのでこれ丁寧対応していただきたいは申し上げておき西東京は事業の参入抑制はしていない私は理解していそこだけ,"['福祉', '放課後デイ', '市', '比較', '市', '比較', '意味', 'それぞれ人口', '状況', '違い', '西東京', 'ニーズ', 'なか', '大事', '施設', '来年度', '場所', '複数', 'これ丁寧対応', '西東京', '事業', '参入抑制', '理解']",
36,	:◯ささえあい・健康担当部長（）放課後デイサービス関しまして本市事業の参入の総量規制は行っていないござい,"['', '◯', '健康担当部長放課後デイサービス', '本市事業', '参入', '総量規制']",
37,	:◯（）次先行き指導監査でしっかりやっていよでのでこれはしません課題が施設がとすれば指摘させていただくだけ申し上げておき,"['', '◯次先行き指導監査', '課題', '施設', '指摘']",
38,やっぱり施設の透明高めていくボランティアしっかり入っていただく高齢施設なんかたくさんよいう西東京は障害サポーター制度持っているんね活躍の場意味でも非常大切だとのでぜひボランティアの活用は進めていただきたい申し上げておき,"['施設', '透明', 'ボランティア', '高齢施設', 'たくさん', '西東京', '障害サポーター制度', '活躍', '場意味', '非常大切', 'ボランティア', '活用']",
39,小学校の跡地で選考は公平公正やるだよ答弁でのでこれもこれは申し上げません,"['小学校', '跡地', '選考', '公平公正']",['選考']
40,放課後デイサービスもこれは拡充なだでのでよろしくお願いいたし,"['放課後デイサービス', '拡充', 'お願い']",
41,公園で進めているだよでただ公園は大規模の公園のリニューアルはまだないよと当然財源が必要ので一方でソフトでのリニューアルだと私は思っていお金かけなければできないない間もパブリックビューイングないこいの公園で指定管理からできないかもいったソフトのリニューアルどうなかあと都立の東伏見公園もこれは東京の管理大規模の公園でので今健康遊具とか遊具のエリアが開園しよねいった使って健康応援都市から西東京らしい事業展開こういったもできるじゃないかなの考え方,"['公園', '公園', '規模', '公園', 'リニューアル', '財源', '必要', 'ソフト', 'リニューアル', 'お金', '間', 'パブリックビューイング', '公園', '指定管理', 'ソフト', 'リニューアル', 'なかあと都立', '東伏見公園', '東京', '管理', '規模', '公園', '今健康遊具', '遊具', 'エリア', '開園', '健康応援都市', '西東京', '事業展開', '考え方']",
42,	:◯みどり環境部長（）公園行政の再お答えいたしソフトのリニューアルべき公園の新たな活用つきましては西東京いこいの公園中心幾つか既取り組み行っており申し上げと西東京商工会が主催いたし商工まつりの開催とか熱気球体験習いは公園でビールやドリンク楽しみながら工作や体験ができるイベントなど行っているござい引き続き公園の斬新な活用は柔軟対応してまいりたい考えておりしいただきつきましても指定管理と交換行ってまいりたい思っており,"['', '◯みどり環境部長公園行政', 'ソフト', 'リニューアル', '公園', '新た', '活用', '西東京いこい', '公園中心幾つ', '既取り組み', '西東京商工会', '主催', '商工まつり', '開催', '熱気球体験習い', '公園', 'ビール', 'ドリンク', '工作', '体験', 'イベント', '公園', '斬新', '活用', '柔軟対応', '指定管理', '交換']",
43,都立東伏見公園の活用でございが所管いたし東京とは常交換が行える日ごろから連絡密しておりので市民の皆様からの要望も含め市できる行ってまいりたい考えており,"['都立東伏見公園', '活用', '所管', '東京', '交換', '日ごろ', '連絡密', '市民', '要望', '市']",
44,	:◯（）柔軟やっていくでのでぜひ柔軟やって東伏見公園の活用はこれはできるは市がやりたい出していっていただきたいじゃないと活用は進まないからこれもぜひ検討していただきたいと,"['', '◯柔軟', '柔軟', '東伏見公園', '活用', '市', '活用', '検討']",
45,公園施設のリニューアルは来年度計画策定だでので策定状況見させていただきたいと,"['公園施設', 'リニューアル', '来年度計画策定', '策定状況']",
46,サマー子ども教室とランチタイムは承知しランチタイムは全部やっていくでしサマーもこれは過密しているいは児童が近くないこういったはやっていくでので期待いと,"['サマー子ども教室', 'ランチタイム', '承知', 'ランチタイム', '全部', 'サマー', '過密', 'い', '児童', '期待']",
47,放課後子供教室よねさまざま苦労がはわかりこれはきょうはとどめやっぱり西東京どういう放課後子供教室していくか方針が必要だと西東京の放課後子供教室のこれぜひつくっていただきたい全ての学校でやるだとだとやっている学校とやっていない学校がはやっぱりどうかな話はこれまでもさせていただいておりのでどの進めていくかどういう放課後子供教室西東京はやっていくかぜひ方針お示しいただきたいだけ申し上げておき,"['放課後子供教室', 'さまざま苦労', 'きょう', '西東京', '放課後子供教室', '方針', '必要', '西東京', '放課後子供教室', '全て', '学校', '学校', '学校', '話', '放課後子供教室西東京', '方針']",
